"name","title","description","updated"
"7467","Gemeentelijke afvalstoffen; hoeveelheden","Hoeveelheden afval die door of in opdracht van de gemeenten worden 
ingezameld naar provincie, grootteklasse en stedelijkheid","2016-07-15T02:00:00"
"83452NED","Huishoudelijk afval per gemeente per inwoner","Hoeveelheden ingezameld huishoudelijk afval per gemeente naar soort 
afval.","2016-07-14T02:00:00"
"80358ned","Motorvoertuigen; sloop van voertuigen, voertuigtype, brandstofsoort","Sloop van auto's, bestelauto's, vrachtauto's, trekkers, bussen,
speciale voertuigen, naar brandstofsoort zoals benzine, diesel, lpg","2016-05-31T02:00:00"
"80359ned","Motorvoertuigen; sloop van personenauto's en bedrijfsauto's, gewichtsklasse","Sloop van personenauto's en bedrijfsauto's (bedrijfsmotorvoertuigen),
aantal en gewicht naar gewichtsklasse van het voertuig","2016-06-10T02:00:00"
"80357ned","Motorvoertuigen; sloop, export en overige uitval, leeftijd auto ","Sloop, export en overige uitval van personenauto’s en 
bedrijfsmotorvoertuigen naar leeftijd voertuig","2016-05-31T02:00:00"
"80360ned","Motorvoertuigen; sloop, export en overige uitval, regio's","Sloop, export en overige uitval van personenauto’s en bedrijfsauto’s
(bedrijfsmotorvoertuigen) naar gewicht voertuigen, provincie en landsdeel","2016-05-31T02:00:00"
"81416ned","Aanvoer, verwerking van afval bij recyclingbedrijven (SBI2008)","Aanvoer en verwerking van hoeveelheden afval bij recyclingbedrijven
Aanvoer afval naar afvalsoort, verwerking, eindproduct of reststoffen ","2016-08-16T02:00:00"
"81414ned","Bedrijfsafval; afvalsoort, verwerking, bedrijfstak (SBI 2008)","Hoeveelheid vrijgekomen afvalstoffen naar soort en verwerkingsmethode
Bedrijfstakken nijverheid en energie, SBI 2008","2016-06-08T02:00:00"
"70150NED","Overheid; alternatieve onkruidbeheersmethoden beplantingen en verhardingen","Bodembedekkers, mechanische en thermische onkruidbestrijdingsmethoden.
Alternatieve beheersmethoden, type instelling, toepassingssectoren.","2016-06-16T02:00:00"
"60062","Chemische bestrijding door de overheid","Gebruik van chemische bestrijdingsmiddelen door overheidsinstellingen.
Werkzame stoffen, type instelling, toepassingssectoren.","2016-06-16T02:00:00"
"37221","Emissies naar lucht op Nederlands grondgebied; totalen","Luchtverontreiniging, totale emissies op Nederlands grondgebied
door stationaire en mobiele bronnen naar broncategorie","2016-09-15T02:00:00"
"70947ned","Emissies van luchtverontreinigende stoffen volgens NEC-richtlijnen","Luchtverontreiniging, Nederlandse emissies berekend volgens 
de NEC - richtlijn van de Europese Unie. Naar broncategorie.","2016-09-15T02:00:00"
"7062","Emissies naar lucht op Nederlands grondgebied; mobiele bronnen","Luchtverontreiniging, emissies en emissiefactoren mobiele bronnen.
Wegverkeer, binnenvaart, spoorwegen, luchtvaart, zeevaart, werktuigen.","2016-09-05T02:00:00"
"83390NED","Emissies naar lucht op Nederlands grondgebied; stationaire bronnen","Luchtverontreinigende stoffen en broeikasgassen door stationaire bronnen
Raffinaderijen, energiebedrijven, nijverheid, particuliere huishoudens","2016-09-14T02:00:00"
"7063","Emissies naar lucht op Nederlands grondgebied; wegverkeer","Luchtverontreiniging, emissies en emissiefactoren wegverkeer
per voertuigcategorie, brandstofsoort en wegtype,","2016-09-05T02:00:00"
"70946ned","Emissies van broeikasgassen berekend volgens IPCC-voorschriften","Nederlandse emissies van broeikasgassen, berekend volgens de 
IPCC - voorschriften. Naar broncategorie.","2016-09-15T02:00:00"
"80433ned","Afvalwaterzuivering bij bedrijven; regio's","Aantal, capaciteit en typen zuiveringsinstallaties bij bedrijven, 
afgevoerd zuiveringsslib en drogestof naar bestemming, per regio","2016-04-13T06:30:00"
"81604NED","Afvalwaterzuivering bij bedrijven; naar bedrijfstak (SBI 2008)","Aantal en capaciteit van particuliere zuiveringsinstallaties en afvoer 
van zuiveringsslib naar bestemming, per bedrijfstak (SBI 2008)","2016-04-13T06:30:00"
"81603NED","Afvalwaterzuivering bij bedrijven; installaties naar effluentbestemming","Aantal en capaciteit van afvalwaterzuiveringsinstallaties, naar type
zuivering, per lozingsbestemming","2016-04-13T06:30:00"
"83410NED","Afvalwaterzuivering bij bedrijven; installaties naar type slibontwatering","Aantal en capaciteit van afvalwaterzuiveringsinstallaties; installaties
per type zuivering naar methode van slibontwatering","2016-04-13T06:30:00"
"81607NED","Afvalwaterzuivering bij bedrijven; afvoer zuiveringsslib naar bestemming","Afzet van zuiveringsslib door particuliere afvalwaterzuiverings-
installaties, naar bestemming, per zuiveringstype of slibsoort.","2016-04-13T06:30:00"
"83434NED","Zuivering van stedelijk afvalwater; afzet zuiveringsslib, regio ","Rioolwaterzuiveringsinstallaties: afzet van hoeveelheden zuiveringsslib
naar eindbestemming, per regio,","2016-06-17T02:00:00"
"83400NED","Zuivering van stedelijk afvalwater; afzet zuiveringsslib, zuiveringstype","Rioolwaterzuiveringsinstallaties: afzet van hoeveelheden zuiveringsslib
naar eindbestemming per zuiveringstype en droge stofklasse,","2016-04-13T06:30:00"
"83029NED","Zuivering van stedelijk afvalwater; energieproductie en energieverbruik","Rioolwaterzuiveringsinstallaties: aankoop, productie, en verbruik van
energie, per energiedrager, naar diverse technische kenmerken.","2016-07-11T02:00:00"
"83398NED","Zuivering van stedelijk afvalwater; technische kenmerken installaties","Rioolwaterzuiveringsinstallaties: Aantal en capaciteit per type, naar
diverse technische kenmerken, type ontvangend oppervlaktewater.","2016-04-13T06:30:00"
"7477","Zuivering van stedelijk afvalwater; per provincie en stroomgebieddistrict","Rioolwaterzuiveringsinstallaties: kerncijfers over populatie, aan/afvoer
verontreinigingen, afzet zuiveringsslib; per provincie of stroomgebied.","2016-04-13T06:30:00"
"70154ned","Zuivering van stedelijk afvalwater; procesgegevens slibontwatering","Rioolwaterzuiveringsinstallaties: specifieke procesgegevens van slib - 
ontwatering per ontwateringsmethode.","2016-04-13T06:30:00"
"70153ned","Zuivering van stedelijk afvalwater; procesgegevens slibstabilisatie","Rioolwaterzuiveringsinstallaties: specifieke procesgegevens van slib - 
stabilisatie per zuiveringstype of per stabilisatiemethode.","2016-04-13T06:30:00"
"71476ned","Zuivering van stedelijk afvalwater; per regionale waterkwaliteitsbeheerder","Rioolwaterzuiveringsinstallaties: kerncijfers over populatie, aan/afvoer
verontreinigingen, afzet zuiveringsslib; per waterkwaliteitsbeheerder.","2016-04-13T06:30:00"
"83399NED","Zuivering van stedelijk afvalwater; procesgegevens afvalwaterbehandeling","Rioolwaterzuiveringsinstallaties: aan/afvoer verontreinigingen, rende-
menten en procesparameters; naar diverse kenmerken, per stroomgebied.","2016-04-13T06:30:00"
"81353ned","Emissies naar water; type lozing, bedrijfstak industrie (SBI 2008)","Emissies van verontreinigende stoffen naar riool en oppervlaktewater,
door bedrijfstakken in de industrie, volgens SBI 2008.","2016-07-07T02:00:00"
"70213ned","Kosten en financiering; natuur- en landschapsbeheer","Kosten en financiering van natuur - en landschapsbeheer.
Totaal en per sector.","2016-03-16T02:00:00"
"83485NED","Kosten en financiering van het milieubeheer","Kosten en financiering van milieubeheer
Totaal, per sector en milieucompartiment","2016-08-03T02:00:00"
"82861NED","Milieukosten en -investeringen; bedrijven met > 10 werknemers; kerncijfers","Investeringen en netto jaarlijkse kosten van milieumaatregelen
Delfstoffenwinning, Industrie en Openbare nutsbedrijven","2016-08-10T02:00:00"
"82863NED","Milieukosten en -investeringen van bedrijven","Investeringen, kosten, overdrachten en netto lasten op milieugebied
Totaal, per maatregel en milieucompartiment","2016-08-09T02:00:00"
"83467NED","Milieukosten van het verkeer","Investeringen en jaarlijkse kosten van milieumaatregelen
Totaal, per maatregel en milieucompartiment","2016-06-28T02:00:00"
"03783","Milieuhinder, milieugedrag en milieubesef van personen: persoonskenmerken","Milieuhinder, milieugedrag, milieubesef, 
Samenstelling huishouden, stedelijkheid. ","2012-07-06T02:00:00"
"82787NED","Rode Lijst Indicator; met uitsterven bedreigde dieren en planten ","zoogdieren, vogels, reptielen, amfibieën, dagvlinders, libellen, planten
geen","2016-06-29T15:30:00"
"83393NED","Cito eindtoets basisonderwijs; scores","Citoscores; gemiddelde totaalscore, deelscores
Gestandaardiseerd inkomen, herkomstgroepering, woonsituatie","2016-06-03T02:00:00"
"83295NED","Leerlingen in (speciaal) basisonderwijs; achterstand, herkomst, woonregio","Leerlingen basisonderwijs en speciaal basisonderwijs
Achterstandscategorie, herkomstgroepering en regiokenmerken","2016-05-18T02:00:00"
"83296NED","Leerlingen op speciale scholen; cluster, herkomstgroepering, woonregio","Basisonderwijs en voortgezet onderwijs op speciale scholen
Cluster, herkomstgroepering en regiokenmerken","2016-05-18T02:00:00"
"71478ned","(Speciaal) basisonderwijs en speciale scholen; leerlingen, schoolregio","(Speciaal) basisonderwijs en speciale scholen; leerlingen, schoolregio, 
onderwijssoort, leeftijd","2016-08-05T02:00:00"
"70749ned","Leerlingenstroom: 10 jaar na de brugklas (schooljaar 1992/1993)","Onderwijspositie tien jaar na instroom
in het voortgezet onderwijs","2004-01-16T13:36:00"
"71508ned","VO; doorstroom en uitstroom, herkomstgroepering, generatie, regio","Voortgezet onderwijs; doorstroom en uitstroom van leerlingen   
onderwijssoort basisjaar, onderwijspositie volgend schooljaar","2016-07-07T02:00:00"
"71170ned","Voortgezet onderwijs; vertraging uitgesplitst naar op- en afstroom","Vertraagde op - , af- en doorstroom in het voortgezet onderwijs.
Onderwijssoort, geslacht, herkomstgroepering en regio.","2012-12-13T02:00:00"
"71892ned","Doorstroom van VO naar MBO naar persoonskenmerken","Doorstroom VO naar MBO; naar onderwijskenmerken, 
herkomstgroepering, leeftijd en geslacht","2013-02-22T02:00:00"
"71894ned","Doorstroom VO naar MBO naar regiokenmerken","Doorstroom VO naar MBO; naar onderwijskenmerken,
regio-indelingen en geslacht ","2013-02-22T02:00:00"
"80122ned","VO; examenkandidaten en gediplomeerden, onderwijssoort, herkomstgroepering","Voortgezet onderwijs; examenkandidaten en gediplomeerden,
onderwijssoort, herkomstgroepering, generatie, schoolregio en woonregio","2016-04-29T02:00:00"
"80120ned","VO; examenkandidaten en gediplomeerden, onderwijssoort, leeftijd","Voortgezet onderwijs; examenkandidaten en gediplomeerden,
onderwijssoort, herkomstgroepering, leeftijd","2016-04-29T02:00:00"
"80119ned","VO; examenkandidaten en gediplomeerden, onderwijssoort in detail","Voortgezet onderwijs; examenkandidaten en gediplomeerden,
onderwijssoort in detail, herkomstgroepering, schoolregio en woonregio","2016-04-29T02:00:00"
"80121ned","VO; examenkandidaten en gediplomeerden, onderwijssoort, regio in detail","Voortgezet onderwijs; examenkandidaten en gediplomeerden, onderwijssoort,
herkomstgroepering, schoolregio en woonregio in detail","2016-04-29T02:00:00"
"80043ned","VO; leerlingen, onderwijssoort, leerjaar, herkomstgroepering, generatie","Voortgezet onderwijs; leerlingen, onderwijssoort, leerjaar,
herkomstgroepering, generatie, schoolregio en woonregio","2016-06-10T02:00:00"
"80041ned","VO; leerlingen, onderwijssoort, leerjaar, leeftijd","Voortgezet onderwijs; leerlingen, onderwijssoort, leerjaar,
herkomstgroepering, leeftijd","2016-06-10T02:00:00"
"80040ned","VO; leerlingen, onderwijssoort in detail, leerjaar","Voortgezet onderwijs; leerlingen, onderwijssoort in detail, leerjaar,
herkomstgroepering, schoolregio en woonregio","2016-06-10T02:00:00"
"80042ned","VO; leerlingen, onderwijssoort, schoolregio en woonregio in detail","Voortgezet onderwijs, leerlingen, onderwijssoort, leerjaar,
herkomstgroepering, schoolregio en woonregio in detail","2016-06-10T02:00:00"
"82926NED","Brugklascohorten; hoogst behaald diploma, achtergrondkenmerken","Leerlingen met en zonder diploma , studievoortgang na startjaar
herkomstgroepering, onderwijspositie, brugklastype startjaar ","2015-11-18T02:00:00"
"82928NED","Brugklascohorten; niveauverandering, achtergrondkenmerken","Niveauverandering naar leerlingkenmerken
Herkomstgroepering, brugklastype, startjaar, peilmoment","2015-11-18T02:00:00"
"82927NED","Brugklascohorten; vertraging, achtergrondkenmerken","Vertraging naar leerlingkenmerken
Herkomstgroepering, brugklastype, startjaar, peilmoment","2015-11-18T02:00:00"
"80285ned","VO; studievoortgang brugklas, brugklastype, advies na eindtoets","Voortgezet onderwijs; studievoortgang, brugklastype, advies na eindtoets,
onderwijssoort, doorstroom, vertraging, diploma's, persoonskenmerken","2016-08-19T02:00:00"
"71435ned","VO; studievoortgang brugklas, brugklastype, herkomstgroepering","Voortgezet onderwijs; studievoortgang, brugklastype, herkomstgroepering,
onderwijssoort, doorstroom, vertraging, diploma's","2016-08-19T02:00:00"
"80284ned","VO; studievoortgang brugklas, brugklastype, woonregio","Voortgezet onderwijs; studievoortgang, brugklastype, woonregio,
onderwijssoort, doorstroom, vertraging, diploma's, persoonskenmerken","2016-08-19T02:00:00"
"80017ned","Voortgezet onderwijs; schoolkleur","Aandeel gekleurde schoolvestigingen, verdeling niet-westerse leerlingen
Regio","2013-11-08T02:00:00"
"71825ned","MBO; deelnemers, herkomstgroepering, generatie, leerweg, woonregio","Middelbaar beroepsonderwijs; deelnemers, leerweg, niveau,
opleidingsrichting en sector, herkomstgroepering, generatie, regio","2016-06-17T02:00:00"
"71824ned","MBO; deelnemers, leeftijd, leerweg, niveau, richting en sector","Middelbaar beroepsonderwijs; deelnemers, leerweg, niveau,
opleidingsrichting en sector, herkomstgroepering, leeftijd","2016-06-17T02:00:00"
"71798ned","MBO; deelnemers, opleidingsrichting in detail, sector, leerweg, niveau","Middelbaar beroepsonderwijs; deelnemers, leerweg, niveau,
gedetailleerde opleidingsrichting en sector, herkomstgroepering, regio","2016-06-17T02:00:00"
"71796ned","MBO; deelnemers, woonregio, leerweg, niveau, richting en sector","Middelbaar beroepsonderwijs; deelnemers, leerweg, niveau, 
opleidingsrichting en sector, herkomstgroepering, woonregio","2016-06-17T02:00:00"
"71827ned","MBO; gediplomeerden, herkomstgroepering, generatie, leerweg, woonregio","Middelbaar beroepsonderwijs; gediplomeerden, leerweg, niveau,
opleidingsrichting en sector, herkomstgroepering, generatie, woonregio","2016-03-18T02:00:00"
"71826ned","MBO; gediplomeerden, leeftijd, leerweg, niveau, richting en sector","Middelbaar beroepsonderwijs; gediplomeerden, leerweg, niveau,
opleidingsrichting en sector, herkomstgroepering, leeftijd","2016-03-18T02:00:00"
"71799ned","MBO; gediplomeerden, opleidingsrichting in detail, sector, leerweg, niveau","Middelbaar beroepsonderwijs; gediplomeerden, leerweg, niveau, woonregio
gedetailleerde opleidingsrichting en sector, herkomstgroepering","2016-03-18T02:00:00"
"71797ned","MBO; gediplomeerden, woonregio, leerweg, niveau, richting en sector","Middelbaar beroepsonderwijs; gediplomeerden, leerweg, niveau, 
opleidingsrichting en sector, herkomstgroepering, woonregio","2016-03-18T02:00:00"
"71895ned","MBO; doorstroom en uitstroom, herkomstgroepering, generatie, regiokenmerken","Mbo; leerweg, niveau, intensiteit, diplomabezit huidig jaar,
positie volgend jaar, herkomstgroepering, generatie, regiokenmerken","2016-02-19T02:00:00"
"71896ned","Stromen binnen MBO naar leerweg, niveau en persoonskenmerken","Stromen binnen MBO naar leerweg en niveau, 
herkomstgroepering, leeftijd en geslacht","2013-08-28T02:00:00"
"71898ned","Stromen binnen MBO naar leerweg, niveau en regio","Stromen binnen MBO naar leerweg, niveau, 
geslacht en regiokenmerken van de woongemeente","2013-08-28T02:00:00"
"71994ned","Stromen binnen MBO naar niveau, sector, richting en persoonskenmerken","Stromen binnen MBO naar sector en richting,
herkomstgroepering, leeftijd en geslacht","2013-09-02T02:00:00"
"71996ned","Stromen binnen MBO naar niveau, sector, richting en regio","Stromen binnen MBO naar sector en richting,
regiokenmerken en geslacht","2013-09-02T02:00:00"
